iata_code,icao_code,airport_name,city,country_code,country_name,latitude,longitude,timezone,location_type
"ZRR",,"FIUMICINO HARBOUR",,"IT","ITALY",,,"01","FERRY PORT"
"XWC",,"VIENNA HAUPTBAHNHOF RAIL STN",,"AT","AUSTRIA",,,"01","RAILWAY STATION"
"YTF","CYTF","ALMA AIRPORT",,"CA","CANADA",,,"03","AIRPORT"
"TCR","VOTK","TUTICORIN AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"QYR","LFQB","OFF-LINE POINT TROYES",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"LOW",,"LOUISA CO.-FREEMAN FLD",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"PMP","AYPJ","PIMAGA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"LSP","SVJC","JOSEFA CAMEJO INTL",,"VE","VENEZUELA",,,"01","AIRPORT"
"ZQP","EDLX","OFF-LINE POINT WESEL",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"VAF","LFLU","CHABEUIL",,"FR","FRANCE",,,"01","AIRPORT"
"BHE","NZWB","WOODBOURNE",,"NZ","NEW ZEALAND",,,"01","AIRPORT"
"ILL",,"WILLMAR MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"XBI",,"OFF-LINE POINT LE BOURG-D'OISANS",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"TWD",,"JEFFERSON COUNTY INTL",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"BAV","ZBOW","ERLIBAN",,"CN","CHINA",,,"01","AIRPORT"
"KVB","ESGR","SKOVDE AIRPORT",,"SE","SWEDEN",,,"01","AIRPORT"
"ZGZ",,"GERMANRAIL PASS",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"KWL","ZGKL","LIANGJIANG INTL",,"CN","CHINA",,,"01","AIRPORT"
"VPE","FNGI","ONDJIVA AIRPORT",,"AO","ANGOLA",,,"01","AIRPORT"
"TOG","PATG","TOGIAK AIRPORT",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"BAQ","SKBQ","ERNESTO CORTISSOZ INTL",,"CO","COLOMBIA",,,"01","AIRPORT"
"FBM","FZQA","LUANO INTL",,"CD","CONGO DEMOCRATIC REPUBLIC OF",,,"02","AIRPORT"
"SAH","OYSN","SANA'A INTL.",,"YE","YEMEN",,,"01","AIRPORT"
"YNS","CYHH","NEMISCAU AIRPORT",,"CA","CANADA",,,"03","AIRPORT"
"MIR","DTMB","HABIB BOURGUIBA INTL",,"TN","TUNISIA",,,"01","AIRPORT"
"BHO","VABP","RAJA BHOJ",,"IN","INDIA",,,"01","AIRPORT"
"PSU","WIOP","PANGSUMA",,"ID","INDONESIA",,,"01","AIRPORT"
"DHT","KDHT","DALHART MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"SJB","SLJO","SAN JOAQUIN AIRPORT",,"BO","BOLIVIA",,,"01","AIRPORT"
"SZD",,"SUZHOU NORTH SQUARE BUS STN",,"CN","CHINA",,,"01","BUS STATION"
"MAY","MYAB","CLARENCE A. BAIN",,"BS","BAHAMAS",,,"01","AIRPORT"
"ASZ",,"ASIRIM AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"CGA",,"SEA PLANE BASE",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"IFP","KIFP","LAUGHLIN/BULLHEAD INTL",,"US","UNITED STATES OF AMERICA",,,"3A","AIRPORT"
"YEI","LTBR","YENISEHIR",,"TR","TÜRKIYE",,,"01","AIRPORT"
"OFF","KOFF","OFFUTT AFB",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"VXO","ESMX","SMALAND",,"SE","SWEDEN",,,"01","AIRPORT"
"SOL",,"STATE FIELD",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"TNK",,"TUNUNAK AIRPORT",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"MXQ",,"LORENZO",,"BR","BRAZIL",,,"01","AIRPORT"
"FJR","OMFJ","FUJAIRAH INTL.",,"AE","UNITED ARAB EMIRATES",,,"01","AIRPORT"
"EPK",,"OFF-LINE POINT EPISKOPI",,"CY","CYPRUS",,,"01","OFF-LINE PORT"
"LDI","HTLI","KIKWETU",,"TZ","TANZANIA, UNITED REPUBLIC OF",,,"01"
"BLT","YBTR","BLACKWATER AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"QZY",,"OFF-LINE POINT FICTITIOUS POINT/AF",,"XX",,,,"01","OFF-LINE PORT"
"NPU","SQNQ","SAN PEDRO DE URABA AIRPORT",,"CO","COLOMBIA",,,"01","AIRPORT"
"STH","YSMR","STRATHMORE AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"JLN","KJLN","JOPLIN REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"DZA","FMCZ","PAMANDZI INTL",,"YT","MAYOTTE",,,"01","AIRPORT"
"VEV","AGBA","BARAKOMA AIRPORT",,"SB","SOLOMON ISLANDS",,,"01","AIRPORT"
"HYU",,"HEYUAN CITY TERMINAL",,"CN","CHINA",,,"01","BUS STATION"
"CTF","MGCT","COATEPEQUE AIRPORT",,"GT","GUATEMALA",,,"01","AIRPORT"
"TYD",,"TYNDA AIRPORT",,"RU","RUSSIAN FEDERATION",,,"08","AIRPORT"
"GIA",,"GIRONA RAILWAY STN.",,"ES","SPAIN",,,"01","RAILWAY STATION"
"ZYV",,"VEGARSHEI RAILWAY STN.",,"NO","NORWAY",,,"01","RAILWAY STATION"
"ZEP",,"VICTORIA RAILWAY STN",,"GB","UNITED KINGDOM",,,"01","RAILWAY STATION"
"CDD","MHCU","CAUQUIRA AIRPORT",,"HN","HONDURAS",,,"01","AIRPORT"
"BAO",,"BAIA MARE BUS STN.",,"RO","ROMANIA",,,"01","BUS STATION"
"BCI","YBAR","BARCALDINE AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"QFP",,"FICTITIOUS POINT/LH",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"JSR","VGJR","JESSORE AIRPORT",,"BD","BANGLADESH",,,"01","AIRPORT"
"JDG","RKPD","JEONGSEOK AIRPORT",,"KR","KOREA, REPUBLIC OF",,,"01"
"DJG","DAAJ","CHEIKH AMOUD BEN MOKHTAR",,"DZ","ALGERIA",,,"01","AIRPORT"
"YMB",,"MERRITT AIRPORT",,"CA","CANADA",,,"06","AIRPORT"
"HTM","ZMHG","KHATGAL AIRPORT",,"MN","MONGOLIA",,,"01","AIRPORT"
"KTJ","HKTB","KICHWA TEMBO",,"KE","KENYA",,,"01","AIRPORT"
"VIN","UKWW","GAVRYSHIVKA INTL",,"UA","UKRAINE",,,"01","AIRPORT"
"VPZ","KVPZ","PORTER CO. MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"CRI","MYCI","COLONEL HILL",,"BS","BAHAMAS",,,"01","AIRPORT"
"YBL","CYBL","CAMPBELL RIVER AIRPORT",,"CA","CANADA",,,"06","AIRPORT"
"LDG","ULAL","LESHUKONSKOYE AIRPORT",,"RU","RUSSIAN FEDERATION",,,"02","AIRPORT"
"ZXA",,"ABERDEEN RAILWAY STN.",,"GB","UNITED KINGDOM",,,"01","RAILWAY STATION"
"ZYC",,"OFF-LINE POINT GIZYCKO",,"PL","POLAND",,,"01","OFF-LINE PORT"
"AQB","MGQC","QUICHE AIRPORT",,"GT","GUATEMALA",,,"01","AIRPORT"
"MKD",,"MACON BUS STN.",,"FR","FRANCE",,,"01","BUS STATION"
"IGN","RPMI","MARIA CRISTINA",,"PH","PHILIPPINES",,,"01","AIRPORT"
"ONU","NFOL","ONO-I-LAU AIRPORT",,"FJ","FIJI",,,"01","AIRPORT"
"TCC","KTCC","TUCUMCARI MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"RKH",,"YORK COUNTY-BRYANT FLD",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"XOX",,"OFF-LINE POINT CHEONAN",,"KR","KOREA, REPUBLIC OF",,,"01"
"CKB","KCKB","NORTH CENTRAL W.V.",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"STY","SUSO","NUEVA HESPERIDES",,"UY","URUGUAY",,,"01","AIRPORT"
"YUQ",,"SUZHOUYUANQU RAIL STN",,"CN","CHINA",,,"01","RAILWAY STATION"
"SJJ","LQSA","SARAJEVO INTL.",,"BA","BOSNIA AND HERZEGOVINA",,,"01","AIRPORT"
"JAS","KJAS","JASPER COUNTY-BELL FLD",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"TOX",,"TOBOLSK AIRPORT",,"RU","RUSSIAN FEDERATION",,,"04","AIRPORT"
"KGY","YKRY","KINGAROY AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"PPN","SKPP","GUILLERMO L. VALENCIA",,"CO","COLOMBIA",,,"01","AIRPORT"
"KBX","WASU","KAMBUAYA",,"ID","INDONESIA",,,"03","AIRPORT"
"RPV",,"ROPER VALLEY AIRPORT",,"AU","AUSTRALIA",,,"3A","AIRPORT"
"XJN",,"VALLADOLID BUS STN.",,"ES","SPAIN",,,"01","BUS STATION"
"ABG","YABI","ABINGDON DOWNS",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"CNL","EKSN","SINDAL AIRPORT",,"DK","DENMARK",,,"01","AIRPORT"
"YHE","CYHE","HOPE AIRPORT",,"CA","CANADA",,,"06","AIRPORT"
"QSK",,"OFF-LINE POINT SOUK AHRAS",,"DZ","ALGERIA",,,"01","OFF-LINE PORT"
"DOY","ZSDY","SHENGLI",,"CN","CHINA",,,"01","AIRPORT"
"ZJN","CZJN","SWAN RIVER AIRPORT",,"CA","CANADA",,,"04","AIRPORT"
"PAB","VEBU","BILASPUR AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"SDZ",,"SHETLAND ISLANDS",,"GB","UNITED KINGDOM",,,"01","METROPOLITAN AREA"
"OMR","LROD","ORADEA AIRPORT",,"RO","ROMANIA",,,"01","AIRPORT"
"FLP","KFLP","MARION COUNTY REGIONAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"YQB","CYQB","JEAN LESAGE INTL",,"CA","CANADA",,,"03","AIRPORT"
"IXQ","VEKM","KAMALPUR AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"RBR","SBRB","PLACIDO DE CASTRO INTL",,"BR","BRAZIL",,,"03","AIRPORT"
"XIG",,"XINGUARA AIRPORT",,"BR","BRAZIL",,,"01","AIRPORT"
"DAG","KDAG","BARSTOW-DAGGETT",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"JED","OEJN","KING ABDULAZIZ INTL",,"SA","SAUDI ARABIA",,,"01","AIRPORT"
"NLK","YSNF","NORFOLK ISLAND AIRPORT",,"NF","NORFOLK ISLAND",,,"01","AIRPORT"
"QRV",,"OFF-LINE POINT ARRAS",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"XBW",,"ABU DHABI NP BUS STN",,"AE","UNITED ARAB EMIRATES",,,"01","BUS STATION"
"ZCX",,"OFF-LINE POINT DORSTEN",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"AUH",,"ABU DHABI",,"AE","UNITED ARAB EMIRATES",,,"01","METROPOLITAN AREA"
"SZT",,"GARE DE SETE",,"FR","FRANCE",,,"01","RAILWAY STATION"
"YZG","CYZG","SALLUIT AIRPORT",,"CA","CANADA",,,"03","AIRPORT"
"SWS","EGFH","SWANSEA AIRPORT",,"GB","UNITED KINGDOM",,,"01","AIRPORT"
"JAI","VIJP","JAIPUR INTL.",,"IN","INDIA",,,"01","AIRPORT"
"AUS",,"AUSTIN",,"US","UNITED STATES OF AMERICA",,,"02","METROPOLITAN AREA"
"SDR","LEXJ","SANTANDER AIRPORT",,"ES","SPAIN",,,"01","AIRPORT"
"QDA",,"GARE DE DOUAI",,"FR","FRANCE",,,"01","RAILWAY STATION"
"SPR","MZSP","SAN PEDRO AIRPORT",,"BZ","BELIZE",,,"01","AIRPORT"
"NEW","KNEW","LAKEFRONT",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"LIG","LFBL","BELLEGARDE",,"FR","FRANCE",,,"01","AIRPORT"
"PDR",,"PRESIDENTE DUTRA AIRPORT",,"BR","BRAZIL",,,"01","AIRPORT"
"HEK","ZYHE","HEIHE AIRPORT",,"CN","CHINA",,,"01","AIRPORT"
"YSX",,"SHEARWATER SPB",,"CA","CANADA",,,"06","AIRPORT"
"HEE","KHEE","THOMPSON-ROBBINS",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"KLX","LGKL","KALAMATA AIRPORT",,"GR","GREECE",,,"01","AIRPORT"
"DOB","WAPD","RAR GWAMAR",,"ID","INDONESIA",,,"03","AIRPORT"
"IVC","NZNV","INVERCARGILL AIRPORT",,"NZ","NEW ZEALAND",,,"01","AIRPORT"
"OMN",,"ZOMIN AIRPORT",,"UZ","UZBEKISTAN",,,"01","AIRPORT"
"NUK","NTGW","NUKUTAVAKE AIRPORT",,"PF","FRENCH POLYNESIA",,,"02","AIRPORT"
"MGM","KMGM","REGIONAL-DANNELLY FLD",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"RAP","KRAP","RAPID CITY REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"XXG",,"VERDAL RAILWAY STN.",,"NO","NORWAY",,,"01","RAILWAY STATION"
"GEL","SBNM","SEPE TIARAJU",,"BR","BRAZIL",,,"01","AIRPORT"
"HRL","KHRL","VALLEY INTERNATIONAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"MLG","WARA","ABDUL RACHMAN SALEH",,"ID","INDONESIA",,,"01","AIRPORT"
"CCH","SCCC","CHILE CHICO AIRPORT",,"CL","CHILE",,,"03","AIRPORT"
"LST","YMLT","LAUNCESTON AIRPORT",,"AU","AUSTRALIA",,,"2A","AIRPORT"
"ACO","MRAF","COBANO AIRPORT",,"CR","COSTA RICA",,,"01","AIRPORT"
"MTC","KMTC","SELFRIDGE ANGB",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"ISA","YBMA","MOUNT ISA AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"MGI",,"NATIONAL WILDLIFE REF.",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"SUA","KSUA","WITHAM FIELD",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"QZT",,"OFF-LINE POINT ZAWIA",,"LY","LIBYA",,,"01","OFF-LINE PORT"
"SMY","GOTS","SIMENTI AIRPORT",,"SN","SENEGAL",,,"01","AIRPORT"
"CNO","KCNO","CHINO AIRPORT",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"PSC","KPSC","TRI-CITIES",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"XOD",,"OPPDAL RAILWAY STN.",,"NO","NORWAY",,,"01","RAILWAY STATION"
"TDP","SPDR","TROMPETEROS AIRPORT",,"PE","PERU",,,"01","AIRPORT"
"DRP",,"BICOL",,"PH","PHILIPPINES",,,"01","AIRPORT"
"YHA",,"PORT HOPE SIMPSON AIRPORT",,"CA","CANADA",,,"01","AIRPORT"
"XGD",,"ARENDAL RAILWAY STN.",,"NO","NORWAY",,,"01","RAILWAY STATION"
"QKB",,"BRECKENRIDGE BUS STN.",,"US","UNITED STATES OF AMERICA",,,"03","BUS STATION"
"CXE",,"CHESTER CENTRAL RAILWAY STN",,"GB","UNITED KINGDOM",,,"01","RAILWAY STATION"
"ZYG",,"GJOVIK RAILWAY STN.",,"NO","NORWAY",,,"01","RAILWAY STATION"
"GVN","UHKM","MAY-GATKA",,"RU","RUSSIAN FEDERATION",,,"09","AIRPORT"
"QQG",,"OFF-LINE POINT BRITRAIL RAIL ZONE G",,"GB","UNITED KINGDOM",,,"01","OFF-LINE PORT"
"MHY","AYEH","MOREHEAD AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"QZU",,"OFF-LINE POINT RAUMA",,"FI","FINLAND",,,"01","OFF-LINE PORT"
"MGP",,"MANGA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"YBO",,"BOB QUINN LAKE AIRPORT",,"CA","CANADA",,,"06","AIRPORT"
"EBM",,"EL BORMA AIRPORT",,"TN","TUNISIA",,,"01","AIRPORT"
"QUA",,"OFF-LINE POINT PUTTGARDEN",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"UAB","LTAG","INCIRLIK AB",,"TR","TÜRKIYE",,,"01","AIRPORT"
"BKA",,"BAYKIT AIRPORT",,"RU","RUSSIAN FEDERATION",,,"06","AIRPORT"
"ZVA","FMMN","MIANDRIVAZO AIRPORT",,"MG","MADAGASCAR",,,"01","AIRPORT"
"IST","LTFM","ISTANBUL AIRPORT",,"TR","TÜRKIYE",,,"01","AIRPORT"
"GBD","KGBD","GREAT BEND MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"CRH","YCHB","CHERRABAH AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"MDC","WAMM","SAM RATULANGI",,"ID","INDONESIA",,,"02","AIRPORT"
"MOA","MUMO","ORESTES ACOSTA",,"CU","CUBA",,,"01","AIRPORT"
"YJR",,"VIGO RAILWAY STN.",,"ES","SPAIN",,,"01","RAILWAY STATION"
"KII","AYLI","KIBULI AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"VDH","VVDH","DONG HOI AIRPORT",,"VN","VIET NAM",,,"01","AIRPORT"
"ZOZ",,"OFF-LINE POINT OFFENBACH",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"ZRB",,"FRANKFURT HBF RAILWAY STN",,"DE","GERMANY",,,"01","RAILWAY STATION"
"HII","KHII","LAKE HAVASU CITY AIRPORT",,"US","UNITED STATES OF AMERICA",,,"3A","AIRPORT"
"PWQ","UASP","PAVLODAR AIRPORT",,"KZ","KAZAKHSTAN",,,"01","AIRPORT"
"SQN","WAPN","EMALAMO",,"ID","INDONESIA",,,"03","AIRPORT"
"YDL","CYDL","DEASE LAKE AIRPORT",,"CA","CANADA",,,"06","AIRPORT"
"NRE","WAPG","NAMROLE AIRPORT",,"ID","INDONESIA",,,"03","AIRPORT"
"HED",,"HERENDEEN BAY AIRPORT",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"SQB",,"SANTA ANA",,"CO","COLOMBIA",,,"01","AIRPORT"
"MYZ","FWMY","MONKEY BAY AIRPORT",,"MW","MALAWI",,,"01","AIRPORT"
"ZTF",,"STAMFORD RAILWAY STN.",,"US","UNITED STATES OF AMERICA",,,"01","RAILWAY STATION"
"JWN","OITZ","ZANJAN AIRPORT",,"IR","IRAN, ISLAMIC REPUBLIC OF",,,"01"
"ONK",,"OLENEK AIRPORT",,"RU","RUSSIAN FEDERATION",,,"08","AIRPORT"
"QXJ",,"OFF-LINE POINT PORVOO",,"FI","FINLAND",,,"01","OFF-LINE PORT"
"CKJ",,"XI RAILWAY STATION",,"CN","CHINA",,,"01","RAILWAY STATION"
"XKY","DFCA","KAYA AIRPORT",,"BF","BURKINA FASO",,,"01","AIRPORT"
"LTL",,"LASTOURSVILLE AIRPORT",,"GA","GABON",,,"01","AIRPORT"
"KJA","UNKL","KRASNOYARSK AIRPORT",,"RU","RUSSIAN FEDERATION",,,"06","AIRPORT"
"PNP","AYGR","GIRUA",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"SRC","KSRC","SEARCY MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"GEO","SYCJ","CHEDDI JAGAN INTL",,"GY","GUYANA",,,"01","AIRPORT"
"MUY",,"MOUYONDZI AIRPORT",,"CG","CONGO",,,"01","AIRPORT"
"LQK","KLQK","PICKENS COUNTY",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"PUB","KPUB","MEMORIAL",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"MZW","DAAY","CHEIKH BOUAMAMA",,"DZ","ALGERIA",,,"01","AIRPORT"
"XPH",,"PORT HOPE RAILWAY STN.",,"CA","CANADA",,,"03","RAILWAY STATION"
"RLK",,"TIANJITAI",,"CN","CHINA",,,"01","AIRPORT"
"GYR","KGYR","PHOENIX GOODYEAR",,"US","UNITED STATES OF AMERICA",,,"3A","AIRPORT"
"YVD","AYXE","YEVA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"HWK","YHAW","HAWKER AIRPORT",,"AU","AUSTRALIA",,,"03","AIRPORT"
"JHL",,"ALBIAN",,"CA","CANADA",,,"05","AIRPORT"
"YVK",,"KOPPANG RAILWAY STN.",,"NO","NORWAY",,,"01","RAILWAY STATION"
"ZBL","YBLE","BILOELA AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"SHU","YSMP","SMITH POINT AIRPORT",,"AU","AUSTRALIA",,,"3A","AIRPORT"
"ZDG",,"BADEN RAILWAY STN.",,"CH","SWITZERLAND",,,"01","RAILWAY STATION"
"BWP","AYBI","BEWANI AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"TQR","LINI","ISOLE TREMITI HELIPORT",,"IT","ITALY",,,"01","HELIPORT"
"QUE",,"OFF-LINE POINT QULLISSAT",,"GL","GREENLAND",,,"01","OFF-LINE PORT"
"NYT","VYNT","NAY PYI TAW INTL.",,"MM","MYANMAR",,,"01","AIRPORT"
"XEA",,"PACIF. CENTRAL RAIL ST",,"CA","CANADA",,,"06","RAILWAY STATION"
"WGA","YSWG","WAGGA WAGGA AIRPORT",,"AU","AUSTRALIA",,,"02","AIRPORT"
"YKZ",,"BUTTONVILLE MUNICIPAL",,"CA","CANADA",,,"03","AIRPORT"
"VEX",,"TIOGA MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"XIS",,"OFF-LINE POINT DIONISIO CERQUEIRA",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"LWO","UKLL","LVIV INTL.",,"UA","UKRAINE",,,"01","AIRPORT"
"PQS",,"PILOT STATION AIRPORT",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"XLY",,"ALDERSHOT RAILWAY STN.",,"CA","CANADA",,,"03","RAILWAY STATION"
"DNB","YDBR","DUNBAR AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"RSJ",,"SEA PLANE BASE",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"WWR","KWWR","WEST WOODWARD",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"ZHD",,"FLUELEN RAILWAY STN.",,"CH","SWITZERLAND",,,"01","RAILWAY STATION"
"HIA","ZSSH","LIANSHUI",,"CN","CHINA",,,"01","AIRPORT"
"MBW","YMMB","MOORABBIN",,"AU","AUSTRALIA",,,"02","AIRPORT"
"PYK","OIIP","PAYAM",,"IR","IRAN, ISLAMIC REPUBLIC OF",,,"01"
"QGJ",,"OFF-LINE POINT NOVA FRIBURGO",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"UMD","BGUM","UUMMANNAQ HELIPORT",,"GL","GREENLAND",,,"01","HELIPORT"
"LHV","KLHV","W T PIPER MEMORIAL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"GZT","LTAJ","OGUZELI",,"TR","TÜRKIYE",,,"01","AIRPORT"
"CHN","RKJU","JEONJU AIRPORT",,"KR","KOREA, REPUBLIC OF",,,"01"
"LLW","FWKI","KAMUZU INTL",,"MW","MALAWI",,,"01","AIRPORT"
"YAD",,"MOOSE LAKE AIRPORT",,"CA","CANADA",,,"04","AIRPORT"
"JIB","HDAM","AMBOULI INTL",,"DJ","DJIBOUTI",,,"01","AIRPORT"
"MXO","KMXO","MONTICELLO REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"RUG","ZSRG","RUGAO AIRPORT",,"CN","CHINA",,,"01","AIRPORT"
"PFO","LCPH","PAPHOS INTL.",,"CY","CYPRUS",,,"01","AIRPORT"
"STL",,"ST LOUIS",,"US","UNITED STATES OF AMERICA",,,"02","METROPOLITAN AREA"
"CRK","RPLC","CLARK INTL",,"PH","PHILIPPINES",,,"01","AIRPORT"
"MQD","SAVQ","MAQUINCHAO AIRPORT",,"AR","ARGENTINA",,,"01","AIRPORT"
"ZRZ",,"NEW CARROLTON RAIL STN",,"US","UNITED STATES OF AMERICA",,,"01","RAILWAY STATION"
"ERF","EDDE","ERFURT-WEIMAR",,"DE","GERMANY",,,"01","AIRPORT"
"NNR","EICA","CONNEMARA",,"IE","IRELAND",,,"01","AIRPORT"
"JAZ",,"NEW KING ABDULLAH BIN ABDELAZIZ AIRPORT",,"SA","SAUDI ARABIA",,,"01","AIRPORT"
"BCA","MUBA","GUSTAVO RIZO",,"CU","CUBA",,,"01","AIRPORT"
"KGT",,"KANGDING AIRPORT",,"CN","CHINA",,,"01","AIRPORT"
"FRD",,"FRIDAY HARBOR AIRPORT",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"RMT","NTAM","RIMATARA AIRPORT",,"PF","FRENCH POLYNESIA",,,"02","AIRPORT"
"DDL",,"ACARS",,"XX",,,,"01","OFF-LINE PORT"
"RRK","VERK","ROURKELA AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"MJT","LGMT","ODYSSEAS ELYTIS",,"GR","GREECE",,,"01","AIRPORT"
"TCZ",,"TUOFENG",,"CN","CHINA",,,"01","AIRPORT"
"QWS","EPNT","OFF-LINE POINT NOWY TARG",,"PL","POLAND",,,"01","OFF-LINE PORT"
"CZE","SVCR","JOSE LEONARDO CHIRINOS",,"VE","VENEZUELA",,,"01","AIRPORT"
"TEY","BITE","SELARDALUR",,"IS","ICELAND",,,"01","AIRPORT"
"FLB",,"CANGAPARA",,"BR","BRAZIL",,,"01","AIRPORT"
"GAO","MUGT","MARIANA GRAJALES",,"CU","CUBA",,,"01","AIRPORT"
"TAK","RJOT","TAKAMATSU AIRPORT",,"JP","JAPAN",,,"01","AIRPORT"
"REG","LICR","REGGIO DI CALABRIA AIRPORT",,"IT","ITALY",,,"01","AIRPORT"
"HTZ","SKHC","HATO COROZAL AIRPORT",,"CO","COLOMBIA",,,"01","AIRPORT"
"MTX",,"METRO FIELD",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"AOM","OOAD","ADAM AIRPORT",,"OM","OMAN",,,"01","AIRPORT"
"QSG",,"SONDERBORG RAILWAY STN.",,"DK","DENMARK",,,"01","RAILWAY STATION"
"XRC",,"RUNCORN RAILWAY STN.",,"GB","UNITED KINGDOM",,,"01","RAILWAY STATION"
"UEL","FQQL","QUELIMANE AIRPORT",,"MZ","MOZAMBIQUE",,,"01","AIRPORT"
"QTZ",,"OFF-LINE POINT COATZACOALCOS",,"MX","MEXICO",,,"01","OFF-LINE PORT"
"PPU","VYPP","PAPUN AIRPORT",,"MM","MYANMAR",,,"01","AIRPORT"
"YJB",,"SANTS RAILWAY STATION",,"ES","SPAIN",,,"01","RAILWAY STATION"
"TUP","KTUP","TUPELO REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"LGY",,"LAGUNILLAS AIRPORT",,"VE","VENEZUELA",,,"01","AIRPORT"
"ZBI",,"OFF-LINE POINT BERRIANE",,"DZ","ALGERIA",,,"01","OFF-LINE PORT"
"QGZ",,"OFF-LINE POINT YOKKAICHI",,"JP","JAPAN",,,"01","OFF-LINE PORT"
"CRN",,"CONSTANTA BUS STN.",,"RO","ROMANIA",,,"01","BUS STATION"
